user_id,date,amount,type,category,subcategory,payment_method,description
USER_001,2021-01-18,2000,expense,Transport,parkir,cash,Pembayaran parkir
USER_001,2021-01-18,147000,expense,Shopping,minimarket,cash,Pembayaran minimarket
USER_001,2021-01-18,19000,expense,Others,lainnya,cash,Pembayaran lainnya
USER_001,2021-01-19,78500,expense,Food,fast food,e-wallet,Pembayaran fast food
USER_001,2021-01-20,40000,expense,Entertainment,spotify,cash,Pembayaran spotify
USER_001,2021-01-21,41500,expense,Transport,bensin,e-wallet,Pembayaran bensin
USER_001,2021-01-21,10000,expense,Food,kopi,e-wallet,Pembayaran kopi
USER_001,2021-01-22,35000,expense,Entertainment,bioskop,e-wallet,Pembayaran bioskop
USER_001,2021-01-22,24000,expense,Transport,bensin,debit,Pembayaran bensin
USER_001,2021-01-23,15000,expense,Food,warung,e-wallet,Pembayaran warung
USER_001,2021-01-23,77000,expense,Bills,air,e-wallet,Pembayaran air
USER_001,2021-01-24,22000,expense,Transport,ojek online,e-wallet,Pembayaran ojek online
USER_001,2021-01-24,84000,expense,Food,fast food,cash,Pembayaran fast food
USER_001,2021-01-24,10000,expense,Food,kopi,e-wallet,Pembayaran kopi
USER_001,2021-01-24,12500,expense,Food,warung,e-wallet,Pembayaran warung
USER_001,2021-01-25,73500,expense,Food,fast food,cash,Pembayaran fast food
USER_001,2021-01-25,27000,expense,Food,warung,e-wallet,Pembayaran warung
USER_001,2021-01-25,17000,expense,Food,warung,e-wallet,Pembayaran warung
USER_001,2021-01-26,100000,expense,Bills,air,debit,Pembayaran air
USER_001,2021-01-26,49000,expense,Others,donasi,e-wallet,Pembayaran donasi
USER_001,2021-01-26,52000,expense,Food,fast food,e-wallet,Pembayaran fast food
USER_001,2021-01-27,14000,expense,Others,lainnya,e-wallet,Pembayaran lainnya
USER_001,2021-01-27,66000,expense,Others,lainnya,e-wallet,Pembayaran lainnya
USER_001,2021-01-28,17000,expense,Food,warung,cash,Pembayaran warung
USER_001,2021-01-28,5000,expense,Transport,parkir,e-wallet,Pembayaran parkir
USER_001,2021-01-28,11500,expense,Food,warung,cash,Pembayaran warung
USER_001,2021-01-28,21000,expense,Food,warung,e-wallet,Pembayaran warung
USER_001,2021-01-28,20000,expense,Food,kopi,cash,Pembayaran kopi
USER_001,2021-01-29,50000,expense,Bills,pulsa,cash,Pembayaran pulsa
USER_001,2021-01-29,24500,expense,Transport,ojek online,e-wallet,Pembayaran ojek online
USER_001,2021-01-30,60000,expense,Entertainment,bioskop,debit,Pembayaran bioskop
USER_001,2021-01-30,32500,expense,Bills,internet,cash,Pembayaran internet
USER_001,2021-01-30,18000,expense,Others,donasi,debit,Pembayaran donasi
USER_001,2021-01-30,20000,expense,Food,kopi,cash,Pembayaran kopi
USER_001,2021-01-30,13500,expense,Food,warung,e-wallet,Pembayaran warung
USER_001,2021-01-30,82000,expense,Food,fast food,cash,Pembayaran fast food
USER_001,2021-01-31,16500,expense,Transport,ojek online,cash,Pembayaran ojek online
USER_001,2021-02-01,121500,expense,Food,restoran,cash,Pembayaran restoran
USER_001,2021-02-01,23500,expense,Food,warung,cash,Pembayaran warung
USER_001,2021-02-01,81000,expense,Bills,listrik,debit,Pembayaran listrik
USER_001,2021-02-02,20500,expense,Transport,bensin,cash,Pembayaran bensin
USER_001,2021-02-02,17000,expense,Transport,ojek online,e-wallet,Pembayaran ojek online
USER_001,2021-02-02,5000000,income,Salary,gaji bulanan,debit,Pembayaran gaji bulanan
USER_001,2021-02-02,66000,expense,Food,restoran,e-wallet,Pembayaran restoran
USER_001,2021-02-03,15000,expense,Food,kopi,e-wallet,Pembayaran kopi
USER_001,2021-02-03,5000,expense,Transport,parkir,cash,Pembayaran parkir
USER_001,2021-02-04,92500,expense,Food,fast food,e-wallet,Pembayaran fast food
USER_001,2021-02-04,10000,expense,Food,kopi,e-wallet,Pembayaran kopi
USER_001,2021-02-05,24000,expense,Transport,bensin,cash,Pembayaran bensin
USER_001,2021-02-05,89500,expense,Others,lainnya,cash,Pembayaran lainnya
USER_001,2021-02-05,27500,expense,Food,warung,e-wallet,Pembayaran warung
USER_001,2021-02-06,109000,expense,Shopping,pakaian,cash,Pembayaran pakaian
USER_001,2021-02-06,53000,expense,Food,restoran,e-wallet,Pembayaran restoran
USER_001,2021-02-06,2000,expense,Transport,parkir,e-wallet,Pembayaran parkir
USER_001,2021-02-07,53500,expense,Bills,listrik,debit,Pembayaran listrik
USER_001,2021-02-07,123500,expense,Food,restoran,e-wallet,Pembayaran restoran
USER_001,2021-02-07,19000,expense,Transport,ojek online,e-wallet,Pembayaran ojek online
USER_001,2021-02-07,20000,expense,Food,kopi,e-wallet,Pembayaran kopi
USER_001,2021-02-08,50000,expense,Bills,pulsa,debit,Pembayaran pulsa
USER_001,2021-02-08,120000,expense,Entertainment,netflix,e-wallet,Pembayaran netflix
USER_001,2021-02-08,14500,expense,Transport,ojek online,cash,Pembayaran ojek online
USER_001,2021-02-09,87000,expense,Food,fast food,cash,Pembayaran fast food
USER_001,2021-02-09,92000,expense,Food,restoran,cash,Pembayaran restoran
USER_001,2021-02-09,2000,expense,Transport,parkir,debit,Pembayaran parkir
USER_001,2021-02-10,42500,expense,Transport,bensin,cash,Pembayaran bensin
USER_001,2021-02-10,41000,expense,Bills,internet,debit,Pembayaran internet
USER_001,2021-02-10,20000,expense,Food,kopi,e-wallet,Pembayaran kopi
USER_001,2021-02-10,29500,expense,Transport,bensin,cash,Pembayaran bensin
USER_001,2021-02-11,10000,expense,Food,warung,cash,Pembayaran warung
USER_001,2021-02-11,5000,expense,Transport,parkir,e-wallet,Pembayaran parkir
USER_001,2021-02-12,10000,expense,Food,kopi,cash,Pembayaran kopi
USER_001,2021-02-13,48000,expense,Bills,internet,debit,Pembayaran internet
USER_001,2021-02-13,44000,expense,Entertainment,game,debit,Pembayaran game
USER_001,2021-02-14,29000,expense,Food,warung,e-wallet,Pembayaran warung
USER_001,2021-02-14,62000,expense,Food,fast food,e-wallet,Pembayaran fast food
USER_001,2021-02-14,26500,expense,Transport,bensin,debit,Pembayaran bensin
USER_001,2021-02-14,30000,expense,Food,warung,e-wallet,Pembayaran warung
USER_001,2021-02-15,5000,expense,Transport,parkir,debit,Pembayaran parkir
USER_001,2021-02-15,2000,expense,Transport,parkir,debit,Pembayaran parkir
USER_001,2021-02-15,26500,expense,Entertainment,game,debit,Pembayaran game
USER_001,2021-02-16,16000,expense,Transport,ojek online,debit,Pembayaran ojek online
USER_001,2021-02-17,2000,expense,Transport,parkir,debit,Pembayaran parkir
USER_001,2021-02-18,14500,expense,Food,warung,cash,Pembayaran warung
USER_001,2021-02-18,18000,expense,Transport,ojek online,e-wallet,Pembayaran ojek online
USER_001,2021-02-18,20000,expense,Food,kopi,cash,Pembayaran kopi
USER_001,2021-02-18,129500,expense,Shopping,pakaian,cash,Pembayaran pakaian
USER_001,2021-02-19,30500,expense,Food,fast food,e-wallet,Pembayaran fast food
USER_001,2021-02-19,99000,expense,Bills,listrik,e-wallet,Pembayaran listrik
USER_001,2021-02-19,125500,expense,Shopping,skincare,e-wallet,Pembayaran skincare
USER_001,2021-02-20,15000,expense,Food,kopi,cash,Pembayaran kopi
USER_001,2021-02-20,5000,expense,Transport,parkir,e-wallet,Pembayaran parkir
USER_001,2021-02-21,93500,expense,Food,fast food,e-wallet,Pembayaran fast food
USER_001,2021-02-21,60500,expense,Shopping,pakaian,debit,Pembayaran pakaian
USER_001,2021-02-21,15000,expense,Food,kopi,e-wallet,Pembayaran kopi
USER_001,2021-02-21,24500,expense,Transport,bensin,e-wallet,Pembayaran bensin
USER_001,2021-02-22,12500,expense,Transport,ojek online,cash,Pembayaran ojek online
USER_001,2021-02-22,70500,expense,Others,lainnya,cash,Pembayaran lainnya
USER_001,2021-02-22,61000,expense,Bills,air,debit,Pembayaran air
USER_001,2021-02-22,51500,expense,Food,fast food,cash,Pembayaran fast food
USER_001,2021-02-23,15000,expense,Food,kopi,e-wallet,Pembayaran kopi
USER_001,2021-02-23,55500,expense,Others,lainnya,debit,Pembayaran lainnya
USER_001,2021-02-23,2000,expense,Transport,parkir,cash,Pembayaran parkir
USER_001,2021-02-24,84000,expense,Bills,listrik,e-wallet,Pembayaran listrik
USER_001,2021-02-24,129000,expense,Food,restoran,cash,Pembayaran restoran
USER_001,2021-02-24,2000,expense,Transport,parkir,debit,Pembayaran parkir
USER_001,2021-02-24,35000,expense,Entertainment,bioskop,e-wallet,Pembayaran bioskop
USER_001,2021-02-24,10000,expense,Food,kopi,e-wallet,Pembayaran kopi
USER_001,2021-02-25,5000,expense,Transport,parkir,cash,Pembayaran parkir
USER_001,2021-02-25,14000,expense,Transport,ojek online,e-wallet,Pembayaran ojek online
USER_001,2021-02-25,48500,expense,Transport,bensin,cash,Pembayaran bensin
USER_001,2021-02-25,59500,expense,Entertainment,netflix,cash,Pembayaran netflix
USER_001,2021-02-26,60000,expense,Food,fast food,cash,Pembayaran fast food
USER_001,2021-02-26,10000,expense,Food,kopi,cash,Pembayaran kopi
USER_001,2021-02-26,2000,expense,Transport,parkir,debit,Pembayaran parkir
USER_001,2021-02-27,60000,expense,Entertainment,bioskop,cash,Pembayaran bioskop
USER_001,2021-02-27,62500,expense,Food,fast food,e-wallet,Pembayaran fast food
USER_001,2021-02-27,15000,expense,Food,kopi,cash,Pembayaran kopi
USER_001,2021-02-27,16500,expense,Transport,ojek online,e-wallet,Pembayaran ojek online
USER_001,2021-02-28,82000,expense,Food,restoran,cash,Pembayaran restoran
USER_001,2021-02-28,49000,expense,Transport,bensin,cash,Pembayaran bensin
USER_001,2021-02-28,135500,expense,Food,restoran,cash,Pembayaran restoran
USER_001,2021-02-28,54500,expense,Food,restoran,e-wallet,Pembayaran restoran
USER_001,2021-02-28,20000,expense,Food,kopi,cash,Pembayaran kopi
USER_001,2021-03-01,28500,expense,Food,warung,e-wallet,Pembayaran warung
USER_001,2021-03-01,93000,expense,Food,restoran,e-wallet,Pembayaran restoran
USER_001,2021-03-01,20000,expense,Food,kopi,cash,Pembayaran kopi
USER_001,2021-03-02,5000,expense,Transport,parkir,cash,Pembayaran parkir
USER_001,2021-03-02,14500,expense,Others,donasi,cash,Pembayaran donasi
USER_001,2021-03-02,67500,expense,Food,fast food,cash,Pembayaran fast food
USER_001,2021-03-02,50000,expense,Bills,pulsa,cash,Pembayaran pulsa
USER_001,2021-03-03,78000,expense,Bills,listrik,e-wallet,Pembayaran listrik
USER_001,2021-03-03,46000,expense,Transport,bensin,debit,Pembayaran bensin
USER_001,2021-03-03,52000,expense,Food,restoran,e-wallet,Pembayaran restoran
USER_001,2021-03-04,70000,expense,Food,fast food,cash,Pembayaran fast food
USER_001,2021-03-04,50000,expense,Bills,pulsa,e-wallet,Pembayaran pulsa
USER_001,2021-03-04,78000,expense,Bills,air,debit,Pembayaran air
USER_001,2021-03-05,140500,expense,Food,restoran,e-wallet,Pembayaran restoran
USER_001,2021-03-05,10500,expense,Transport,ojek online,cash,Pembayaran ojek online
USER_001,2021-03-05,5000000,income,Salary,gaji bulanan,debit,Pembayaran gaji bulanan
USER_001,2021-03-06,11000,expense,Transport,ojek online,cash,Pembayaran ojek online
USER_001,2021-03-08,25000,expense,Transport,bensin,cash,Pembayaran bensin
USER_001,2021-03-08,15000,expense,Food,kopi,e-wallet,Pembayaran kopi
USER_001,2021-03-08,15000,expense,Food,kopi,cash,Pembayaran kopi
USER_001,2021-03-08,34500,expense,Transport,bensin,debit,Pembayaran bensin
USER_001,2021-03-09,50000,expense,Others,lainnya,debit,Pembayaran lainnya
USER_001,2021-03-09,13000,expense,Transport,ojek online,e-wallet,Pembayaran ojek online
USER_001,2021-03-10,16000,expense,Food,warung,cash,Pembayaran warung
USER_001,2021-03-10,38000,expense,Transport,bensin,debit,Pembayaran bensin
USER_001,2021-03-10,25000,expense,Transport,ojek online,cash,Pembayaran ojek online
USER_001,2021-03-10,10000,expense,Food,kopi,cash,Pembayaran kopi
USER_001,2021-03-10,5000,expense,Transport,parkir,e-wallet,Pembayaran parkir
USER_001,2021-03-11,15000,expense,Food,kopi,e-wallet,Pembayaran kopi
USER_001,2021-03-11,5000,expense,Transport,parkir,cash,Pembayaran parkir
USER_001,2021-03-12,120000,expense,Entertainment,netflix,debit,Pembayaran netflix
USER_001,2021-03-13,94500,expense,Bills,air,debit,Pembayaran air
USER_001,2021-03-14,109500,expense,Food,restoran,e-wallet,Pembayaran restoran
USER_001,2021-03-14,80000,expense,Entertainment,spotify,e-wallet,Pembayaran spotify
USER_001,2021-03-15,20000,expense,Food,kopi,e-wallet,Pembayaran kopi
USER_001,2021-03-16,10000,expense,Food,kopi,cash,Pembayaran kopi
USER_001,2021-03-17,96500,expense,Food,fast food,e-wallet,Pembayaran fast food
USER_001,2021-03-17,120500,expense,Food,restoran,e-wallet,Pembayaran restoran
USER_001,2021-03-17,10000,expense,Food,kopi,e-wallet,Pembayaran kopi
USER_001,2021-03-17,106500,expense,Shopping,pakaian,e-wallet,Pembayaran pakaian
USER_001,2021-03-17,44500,expense,Transport,bensin,debit,Pembayaran bensin
USER_001,2021-03-18,23500,expense,Transport,bensin,debit,Pembayaran bensin
USER_001,2021-03-18,21000,expense,Food,warung,e-wallet,Pembayaran warung
USER_001,2021-03-18,145000,expense,Food,restoran,e-wallet,Pembayaran restoran
USER_001,2021-03-19,2000,expense,Transport,parkir,e-wallet,Pembayaran parkir
USER_001,2021-03-19,20000,expense,Food,kopi,e-wallet,Pembayaran kopi
USER_001,2021-03-19,117000,expense,Shopping,minimarket,cash,Pembayaran minimarket
USER_001,2021-03-19,5000,expense,Transport,parkir,e-wallet,Pembayaran parkir
USER_001,2021-03-21,80000,expense,Entertainment,spotify,debit,Pembayaran spotify
USER_001,2021-03-22,30000,expense,Entertainment,game,cash,Pembayaran game
USER_001,2021-03-22,42000,expense,Entertainment,bioskop,debit,Pembayaran bioskop
USER_001,2021-03-23,5000,expense,Transport,parkir,debit,Pembayaran parkir
USER_001,2021-03-23,5000,expense,Transport,parkir,e-wallet,Pembayaran parkir
USER_001,2021-03-23,75500,expense,Food,fast food,cash,Pembayaran fast food
USER_001,2021-03-23,132500,expense,Food,restoran,e-wallet,Pembayaran restoran
USER_001,2021-03-23,28500,expense,Food,warung,cash,Pembayaran warung
USER_001,2021-03-24,39500,expense,Bills,internet,debit,Pembayaran internet
USER_001,2021-03-24,17500,expense,Food,warung,e-wallet,Pembayaran warung
USER_001,2021-03-24,63500,expense,Food,fast food,e-wallet,Pembayaran fast food
USER_001,2021-03-24,88000,expense,Bills,air,e-wallet,Pembayaran air
USER_001,2021-03-25,121000,expense,Food,restoran,cash,Pembayaran restoran
USER_001,2021-03-25,50000,expense,Transport,bensin,cash,Pembayaran bensin
USER_001,2021-03-26,19500,expense,Transport,ojek online,e-wallet,Pembayaran ojek online
USER_001,2021-03-27,10000,expense,Food,kopi,cash,Pembayaran kopi
USER_001,2021-03-27,23000,expense,Food,warung,e-wallet,Pembayaran warung
USER_001,2021-03-28,19500,expense,Food,warung,cash,Pembayaran warung
USER_001,2021-03-28,61500,expense,Others,lainnya,e-wallet,Pembayaran lainnya
USER_001,2021-03-28,94000,expense,Others,lainnya,e-wallet,Pembayaran lainnya
USER_001,2021-03-30,50000,expense,Bills,pulsa,debit,Pembayaran pulsa
USER_001,2021-03-31,137500,expense,Shopping,minimarket,cash,Pembayaran minimarket
USER_001,2021-03-31,28000,expense,Transport,bensin,debit,Pembayaran bensin
USER_001,2021-03-31,15500,expense,Food,kopi,cash,Pembayaran kopi
USER_001,2021-03-31,23500,expense,Food,warung,e-wallet,Pembayaran warung
USER_001,2021-03-31,39500,expense,Transport,bensin,e-wallet,Pembayaran bensin
USER_001,2021-03-31,79000,expense,Shopping,pakaian,e-wallet,Pembayaran pakaian
USER_001,2021-03-31,100500,expense,Food,restoran,cash,Pembayaran restoran
USER_001,2021-03-31,15000,expense,Food,warung,e-wallet,Pembayaran warung
USER_001,2021-04-02,20000,expense,Transport,ojek online,debit,Pembayaran ojek online
USER_001,2021-04-03,2000,expense,Transport,parkir,debit,Pembayaran parkir
USER_001,2021-04-03,12000,expense,Transport,ojek online,debit,Pembayaran ojek online
USER_001,2021-04-03,44500,expense,Bills,internet,cash,Pembayaran internet
USER_001,2021-04-03,29500,expense,Food,warung,cash,Pembayaran warung
USER_001,2021-04-04,5000000,income,Salary,gaji bulanan,debit,Pembayaran gaji bulanan
USER_001,2021-04-04,24000,expense,Food,warung,e-wallet,Pembayaran warung
USER_001,2021-04-05,25500,expense,Others,donasi,e-wallet,Pembayaran donasi
USER_001,2021-04-05,54500,expense,Food,restoran,e-wallet,Pembayaran restoran
USER_001,2021-04-05,120500,expense,Food,restoran,e-wallet,Pembayaran restoran
USER_001,2021-04-05,64500,expense,Shopping,skincare,cash,Pembayaran skincare
USER_001,2021-04-06,60500,expense,Food,fast food,cash,Pembayaran fast food
USER_001,2021-04-06,5000,expense,Transport,parkir,cash,Pembayaran parkir
USER_001,2021-04-07,40000,expense,Transport,bensin,e-wallet,Pembayaran bensin
USER_001,2021-04-07,85000,expense,Others,lainnya,cash,Pembayaran lainnya
USER_001,2021-04-08,72000,expense,Bills,air,e-wallet,Pembayaran air
USER_001,2021-04-08,61500,expense,Food,restoran,cash,Pembayaran restoran
USER_001,2021-04-09,20000,expense,Food,kopi,cash,Pembayaran kopi
USER_001,2021-04-09,27000,expense,Others,lainnya,cash,Pembayaran lainnya
USER_001,2021-04-09,5000,expense,Transport,parkir,e-wallet,Pembayaran parkir
USER_001,2021-04-09,16500,expense,Food,warung,cash,Pembayaran warung
USER_001,2021-04-10,139500,expense,Shopping,skincare,e-wallet,Pembayaran skincare
USER_001,2021-04-10,141500,expense,Food,restoran,e-wallet,Pembayaran restoran
USER_001,2021-04-10,20000,expense,Food,kopi,e-wallet,Pembayaran kopi
USER_001,2021-04-11,55500,expense,Food,restoran,e-wallet,Pembayaran restoran
USER_001,2021-04-11,11000,expense,Food,warung,cash,Pembayaran warung
USER_001,2021-04-12,15000,expense,Food,kopi,e-wallet,Pembayaran kopi
USER_001,2021-04-13,27500,expense,Transport,bensin,e-wallet,Pembayaran bensin
USER_001,2021-04-13,87000,expense,Bills,air,e-wallet,Pembayaran air
USER_001,2021-04-13,21500,expense,Entertainment,game,debit,Pembayaran game
USER_001,2021-04-13,86500,expense,Food,fast food,cash,Pembayaran fast food
USER_001,2021-04-14,14500,expense,Food,warung,cash,Pembayaran warung
USER_001,2021-04-15,68000,expense,Shopping,pakaian,debit,Pembayaran pakaian
USER_001,2021-04-15,80000,expense,Entertainment,spotify,cash,Pembayaran spotify
USER_001,2021-04-15,27000,expense,Transport,bensin,e-wallet,Pembayaran bensin
USER_001,2021-04-15,14000,expense,Transport,ojek online,debit,Pembayaran ojek online
USER_001,2021-04-16,88500,expense,Shopping,pakaian,cash,Pembayaran pakaian
USER_001,2021-04-16,111500,expense,Food,restoran,cash,Pembayaran restoran
USER_001,2021-04-17,65500,expense,Food,fast food,e-wallet,Pembayaran fast food
USER_001,2021-04-17,88000,expense,Food,fast food,cash,Pembayaran fast food
USER_001,2021-04-18,45000,expense,Transport,bensin,debit,Pembayaran bensin
USER_001,2021-04-18,78500,expense,Food,fast food,e-wallet,Pembayaran fast food
USER_001,2021-04-18,38000,expense,Bills,internet,cash,Pembayaran internet
USER_001,2021-04-18,15000,expense,Food,kopi,e-wallet,Pembayaran kopi
USER_001,2021-04-18,69500,expense,Food,fast food,cash,Pembayaran fast food
USER_001,2021-04-19,2000,expense,Transport,parkir,debit,Pembayaran parkir
USER_001,2021-04-19,2000,expense,Transport,parkir,e-wallet,Pembayaran parkir
USER_001,2021-04-20,51500,expense,Bills,listrik,e-wallet,Pembayaran listrik
USER_001,2021-04-20,120000,expense,Entertainment,netflix,debit,Pembayaran netflix
USER_001,2021-04-21,65000,expense,Food,restoran,cash,Pembayaran restoran
USER_001,2021-04-21,5000,expense,Transport,parkir,debit,Pembayaran parkir
USER_001,2021-04-21,10500,expense,Food,warung,cash,Pembayaran warung
USER_001,2021-04-21,2000,expense,Transport,parkir,cash,Pembayaran parkir
USER_001,2021-04-21,12000,expense,Entertainment,netflix,e-wallet,Pembayaran netflix
USER_001,2021-04-22,75500,expense,Food,restoran,cash,Pembayaran restoran
USER_001,2021-04-22,23000,expense,Entertainment,game,debit,Pembayaran game
USER_001,2021-04-22,73500,expense,Bills,listrik,e-wallet,Pembayaran listrik
USER_001,2021-04-22,56500,expense,Bills,air,cash,Pembayaran air
USER_001,2021-04-22,99000,expense,Food,restoran,cash,Pembayaran restoran
USER_001,2021-04-22,46500,expense,Transport,bensin,debit,Pembayaran bensin
USER_001,2021-04-23,5000,expense,Transport,parkir,debit,Pembayaran parkir
USER_001,2021-04-23,71000,expense,Food,restoran,e-wallet,Pembayaran restoran
USER_001,2021-04-23,20000,expense,Food,kopi,e-wallet,Pembayaran kopi
USER_001,2021-04-23,21000,expense,Entertainment,game,debit,Pembayaran game
USER_001,2021-04-24,10000,expense,Food,kopi,cash,Pembayaran kopi
USER_001,2021-04-25,62500,expense,Food,restoran,cash,Pembayaran restoran
USER_001,2021-04-25,18500,expense,Food,warung,e-wallet,Pembayaran warung
USER_001,2021-04-26,48500,expense,Transport,bensin,debit,Pembayaran bensin
USER_001,2021-04-26,39000,expense,Transport,bensin,debit,Pembayaran bensin
USER_001,2021-04-26,19000,expense,Others,donasi,e-wallet,Pembayaran donasi
USER_001,2021-04-26,25000,expense,Food,warung,e-wallet,Pembayaran warung
USER_001,2021-04-26,55500,expense,Bills,air,debit,Pembayaran air
USER_001,2021-04-27,18500,expense,Others,lainnya,e-wallet,Pembayaran lainnya
USER_001,2021-04-27,17500,expense,Transport,ojek online,debit,Pembayaran ojek online
USER_001,2021-04-28,40000,expense,Entertainment,spotify,debit,Pembayaran spotify
USER_001,2021-04-28,20500,expense,Food,warung,e-wallet,Pembayaran warung
USER_001,2021-04-28,32000,expense,Transport,bensin,debit,Pembayaran bensin
USER_001,2021-04-28,50000,expense,Bills,pulsa,e-wallet,Pembayaran pulsa
USER_001,2021-04-28,45000,expense,Others,lainnya,cash,Pembayaran lainnya
USER_001,2021-04-28,91000,expense,Food,restoran,cash,Pembayaran restoran
USER_001,2021-04-29,15000,expense,Food,kopi,e-wallet,Pembayaran kopi
USER_001,2021-04-29,35000,expense,Entertainment,bioskop,debit,Pembayaran bioskop
USER_001,2021-04-29,80000,expense,Shopping,pakaian,e-wallet,Pembayaran pakaian
USER_001,2021-04-30,10500,expense,Transport,ojek online,e-wallet,Pembayaran ojek online
USER_001,2021-04-30,18000,expense,Transport,ojek online,debit,Pembayaran ojek online
USER_001,2021-04-30,15000,expense,Transport,bensin,debit,Pembayaran bensin
USER_001,2021-05-01,10500,expense,Transport,ojek online,cash,Pembayaran ojek online
USER_001,2021-05-01,5000000,income,Salary,gaji bulanan,debit,Pembayaran gaji bulanan
USER_001,2021-05-01,32500,expense,Transport,bensin,debit,Pembayaran bensin
USER_001,2021-05-02,85500,expense,Food,fast food,e-wallet,Pembayaran fast food
USER_001,2021-05-02,125500,expense,Shopping,skincare,debit,Pembayaran skincare
USER_001,2021-05-02,22500,expense,Shopping,skincare,debit,Pembayaran skincare
USER_001,2021-05-03,41500,expense,Transport,bensin,debit,Pembayaran bensin
USER_001,2021-05-03,5000,expense,Transport,parkir,debit,Pembayaran parkir
USER_001,2021-05-04,50000,expense,Bills,pulsa,cash,Pembayaran pulsa
